Model,MAE,MSE,RMSE,R2,RMSLE,MAPE,TT (Sec),Training Subjects
Passive Aggressive Regressor,2.5971,10.3193,3.1522,-0.9139,0.9017,1.2153,0.262,"(9, 13, 15)"
Least Angle Regression,2329644.0962,84949838513231.4,2984630.9853,-15460422229634.947,7.0856,1302878.9351,0.26,"(9, 13, 15)"
K Neighbors Regressor,0.2513,0.2255,0.4695,0.9566,0.1849,0.1014,0.272,"(9, 13, 16)"
Decision Tree Regressor,0.7513,2.053,1.4177,0.6045,0.4889,0.2919,0.256,"(9, 13, 16)"
Random Forest Regressor,0.7902,1.2427,1.1116,0.7661,0.3964,0.2655,0.796,"(9, 13, 16)"
Light Gradient Boosting Machine,0.801,1.2326,1.1068,0.7677,0.3965,0.2958,0.337,"(9, 13, 16)"
Extra Trees Regressor,0.8683,1.4069,1.1829,0.7351,0.414,0.3115,0.389,"(9, 13, 16)"
Gradient Boosting Regressor,1.0191,1.8931,1.3709,0.6468,0.4691,0.3644,0.581,"(9, 13, 16)"
Linear Regression,1.5275,3.6853,1.9166,0.3058,0.6054,0.6107,0.256,"(9, 13, 16)"
AdaBoost Regressor,1.5672,3.5495,1.88,0.3343,0.6394,0.6162,0.299,"(9, 13, 16)"
Ridge Regression,1.615,4.0827,2.0175,0.2324,0.632,0.6195,0.267,"(9, 13, 16)"
Bayesian Ridge,1.6329,4.1616,2.0368,0.2177,0.6354,0.6244,0.261,"(9, 13, 16)"
Orthogonal Matching Pursuit,1.7381,4.5957,2.1395,0.1382,0.6626,0.6616,0.263,"(9, 13, 16)"
Elastic Net,1.7481,4.6234,2.1459,0.1333,0.6676,0.6542,0.266,"(9, 13, 16)"
Lasso Regression,1.766,4.6946,2.1624,0.12,0.6746,0.6557,0.256,"(9, 13, 16)"
Lasso Least Angle Regression,1.766,4.6946,2.1624,0.12,0.6746,0.6557,0.262,"(9, 13, 16)"
Huber Regressor,1.7866,5.2353,2.2841,0.0178,0.6704,0.5809,0.266,"(9, 13, 16)"
Dummy Regressor,1.9297,5.3661,2.3117,-0.0049,0.7158,0.7356,0.268,"(9, 13, 16)"
Passive Aggressive Regressor,2.6486,11.6291,3.2666,-1.1699,0.9454,1.1046,0.264,"(9, 13, 16)"
Least Angle Regression,7369.2996,486771950.9994,10232.1557,-89547923.1774,4.553,3576.5608,0.269,"(9, 13, 16)"
K Neighbors Regressor,0.2497,0.2372,0.4808,0.9603,0.1843,0.1036,0.265,"(9, 13, 17)"
Random Forest Regressor,0.8578,1.5152,1.2263,0.7428,0.4274,0.2756,0.729,"(9, 13, 17)"
Light Gradient Boosting Machine,0.8882,1.5546,1.2433,0.7364,0.4374,0.317,0.33,"(9, 13, 17)"
Decision Tree Regressor,0.9159,2.9618,1.7097,0.4917,0.5488,0.3334,0.265,"(9, 13, 17)"
Extra Trees Regressor,0.924,1.6269,1.2709,0.7238,0.4426,0.3119,0.372,"(9, 13, 17)"
Gradient Boosting Regressor,1.1042,2.175,1.4718,0.6286,0.5039,0.3671,0.565,"(9, 13, 17)"
Linear Regression,1.6218,4.2394,2.0543,0.2775,0.6414,0.6007,0.26,"(9, 13, 17)"
Ridge Regression,1.7303,4.6506,2.1526,0.2094,0.671,0.6246,0.264,"(9, 13, 17)"
Bayesian Ridge,1.7395,4.6912,2.162,0.2028,0.673,0.6279,0.26,"(9, 13, 17)"
AdaBoost Regressor,1.7598,4.2361,2.0562,0.2768,0.7022,0.7031,0.316,"(9, 13, 17)"
Orthogonal Matching Pursuit,1.8808,5.3205,2.3032,0.096,0.7056,0.6846,0.248,"(9, 13, 17)"
Elastic Net,1.8925,5.3464,2.3087,0.0921,0.7095,0.6832,0.26,"(9, 13, 17)"
Lasso Regression,1.9103,5.4137,2.3231,0.0812,0.7157,0.6881,0.262,"(9, 13, 17)"
Lasso Least Angle Regression,1.9103,5.4137,2.3231,0.0812,0.7157,0.6881,0.261,"(9, 13, 17)"
Huber Regressor,1.9154,5.977,2.4387,-0.0108,0.7021,0.5947,0.265,"(9, 13, 17)"
Dummy Regressor,2.0519,5.9348,2.4318,-0.0059,0.7468,0.7688,0.263,"(9, 13, 17)"
Passive Aggressive Regressor,2.2616,7.992,2.7946,-0.3764,0.8988,0.8743,0.261,"(9, 13, 17)"
Least Angle Regression,29371.5238,16543406426.2742,40847.7846,-2834154916.7912,3.5498,15219.5223,0.265,"(9, 13, 17)"
K Neighbors Regressor,0.2578,0.2678,0.5058,0.9518,0.1949,0.0956,0.27,"(9, 15, 16)"
Random Forest Regressor,0.8263,1.4841,1.2115,0.7339,0.416,0.245,0.733,"(9, 15, 16)"
Light Gradient Boosting Machine,0.8548,1.5839,1.2498,0.7153,0.4249,0.284,0.336,"(9, 15, 16)"
Extra Trees Regressor,0.8804,1.5789,1.2522,0.7175,0.4299,0.2795,0.379,"(9, 15, 16)"
Decision Tree Regressor,0.9509,3.2483,1.7888,0.4234,0.5505,0.3135,0.267,"(9, 15, 16)"
Gradient Boosting Regressor,1.0224,1.9936,1.408,0.6412,0.48,0.3323,0.559,"(9, 15, 16)"
Linear Regression,1.5455,3.8777,1.9669,0.3028,0.6129,0.5883,0.269,"(9, 15, 16)"
AdaBoost Regressor,1.6104,3.8507,1.9614,0.3088,0.6516,0.6215,0.318,"(9, 15, 16)"
Ridge Regression,1.6138,4.2456,2.0588,0.2389,0.6338,0.5939,0.269,"(9, 15, 16)"
Bayesian Ridge,1.6359,4.3215,2.0772,0.2264,0.6373,0.6039,0.262,"(9, 15, 16)"
Orthogonal Matching Pursuit,1.7397,4.7434,2.1766,0.1514,0.6604,0.6539,0.262,"(9, 15, 16)"
Elastic Net,1.7538,4.7687,2.1822,0.1474,0.6654,0.6553,0.269,"(9, 15, 16)"
Lasso Regression,1.7776,4.838,2.1977,0.1354,0.6727,0.6645,0.257,"(9, 15, 16)"
Lasso Least Angle Regression,1.7776,4.838,2.1977,0.1354,0.6727,0.6645,0.276,"(9, 15, 16)"
Huber Regressor,1.8275,5.5372,2.3494,0.0132,0.6757,0.5918,0.263,"(9, 15, 16)"
Dummy Regressor,1.951,5.6332,2.3714,-0.0062,0.7159,0.7432,0.262,"(9, 15, 16)"
Passive Aggressive Regressor,2.4386,9.739,3.0866,-0.7255,0.986,0.9668,0.253,"(9, 15, 16)"
Least Angle Regression,4.620621586178974e+156,inf,inf,-inf,40.5001,2.218972236477404e+156,0.273,"(9, 15, 16)"
K Neighbors Regressor,0.2846,0.2946,0.5389,0.9511,0.2046,0.1038,0.251,"(9, 15, 17)"
Random Forest Regressor,0.8901,1.7118,1.3056,0.717,0.4395,0.2621,0.706,"(9, 15, 17)"
Light Gradient Boosting Machine,0.9376,1.8242,1.3455,0.6972,0.4498,0.3108,0.324,"(9, 15, 17)"
Extra Trees Regressor,0.9603,1.8432,1.3553,0.6951,0.4548,0.2987,0.384,"(9, 15, 17)"
Decision Tree Regressor,0.998,3.2722,1.7842,0.4632,0.5592,0.3548,0.268,"(9, 15, 17)"
Gradient Boosting Regressor,1.1176,2.3316,1.5257,0.6163,0.5086,0.3504,0.541,"(9, 15, 17)"
Linear Regression,1.6005,4.1742,2.041,0.3152,0.6354,0.5745,0.266,"(9, 15, 17)"
Ridge Regression,1.699,4.6208,2.1466,0.2419,0.6551,0.6056,0.267,"(9, 15, 17)"
Bayesian Ridge,1.7075,4.6566,2.1548,0.2361,0.6569,0.609,0.261,"(9, 15, 17)"
AdaBoost Regressor,1.8097,4.6592,2.1545,0.2381,0.712,0.7204,0.319,"(9, 15, 17)"
Orthogonal Matching Pursuit,1.8564,5.2729,2.2906,0.1395,0.6856,0.698,0.262,"(9, 15, 17)"
Elastic Net,1.87,5.2995,2.2966,0.135,0.6898,0.6986,0.267,"(9, 15, 17)"
Lasso Regression,1.8913,5.3671,2.3116,0.1236,0.6964,0.7057,0.258,"(9, 15, 17)"
Lasso Least Angle Regression,1.8913,5.3671,2.3116,0.1236,0.6964,0.7057,0.263,"(9, 15, 17)"
Huber Regressor,1.9616,6.2092,2.4872,-0.0133,0.7045,0.6239,0.263,"(9, 15, 17)"
Dummy Regressor,2.0701,6.1665,2.4791,-0.0064,0.7457,0.7701,0.263,"(9, 15, 17)"
Passive Aggressive Regressor,2.9972,14.0661,3.5919,-1.3376,1.0306,1.3671,0.269,"(9, 15, 17)"
Least Angle Regression,56855.2991,29824724357.7587,81215.7326,-4319264133.5821,5.9533,25279.4785,0.263,"(9, 15, 17)"
K Neighbors Regressor,0.2698,0.2822,0.5275,0.9513,0.1946,0.1061,0.26,"(9, 16, 17)"
Random Forest Regressor,0.8656,1.6127,1.2652,0.7248,0.4313,0.2588,0.788,"(9, 16, 17)"
Decision Tree Regressor,0.8766,2.9062,1.6907,0.5088,0.5179,0.3253,0.266,"(9, 16, 17)"
Light Gradient Boosting Machine,0.8931,1.6192,1.2693,0.7216,0.4346,0.3079,0.323,"(9, 16, 17)"
Extra Trees Regressor,0.9534,1.8285,1.3485,0.6866,0.4513,0.3007,0.384,"(9, 16, 17)"
Gradient Boosting Regressor,1.0992,2.2196,1.4871,0.6201,0.4972,0.3632,0.573,"(9, 16, 17)"
Linear Regression,1.6247,4.2061,2.0468,0.2787,0.6331,0.6049,0.262,"(9, 16, 17)"
Ridge Regression,1.7077,4.6153,2.1442,0.2104,0.6617,0.6108,0.262,"(9, 16, 17)"
Bayesian Ridge,1.739,4.744,2.1743,0.1893,0.6685,0.6229,0.263,"(9, 16, 17)"
AdaBoost Regressor,1.7806,4.5499,2.1311,0.221,0.7024,0.688,0.306,"(9, 16, 17)"
Orthogonal Matching Pursuit,1.8226,5.1246,2.2608,0.1251,0.6894,0.6602,0.264,"(9, 16, 17)"
Elastic Net,1.8381,5.1516,2.267,0.1202,0.6936,0.66,0.264,"(9, 16, 17)"
Lasso Regression,1.8603,5.2183,2.2819,0.1085,0.7002,0.6673,0.261,"(9, 16, 17)"
Lasso Least Angle Regression,1.8603,5.2183,2.2819,0.1085,0.7002,0.6673,0.263,"(9, 16, 17)"
Huber Regressor,1.9182,5.9318,2.4323,-0.0124,0.7005,0.6056,0.27,"(9, 16, 17)"
Dummy Regressor,2.0249,5.8885,2.4236,-0.0042,0.738,0.7546,0.251,"(9, 16, 17)"
Passive Aggressive Regressor,3.3683,15.935,3.7891,-1.6972,1.021,1.7251,0.264,"(9, 16, 17)"
Least Angle Regression,46420.2544,31265661100.1562,73892.7022,-6579730611.3494,5.2588,24485.6723,0.263,"(9, 16, 17)"
K Neighbors Regressor,0.2692,0.265,0.5105,0.9585,0.1869,0.1027,0.263,"(10, 12, 13)"
Random Forest Regressor,0.9731,1.9475,1.3864,0.701,0.4701,0.2901,0.754,"(10, 12, 13)"
Light Gradient Boosting Machine,0.9795,1.9219,1.3755,0.7047,0.463,0.3292,0.324,"(10, 12, 13)"
Extra Trees Regressor,0.9842,1.8909,1.3663,0.7092,0.4595,0.3171,0.391,"(10, 12, 13)"
Decision Tree Regressor,0.993,3.4364,1.8473,0.4566,0.5929,0.3629,0.266,"(10, 12, 13)"
Gradient Boosting Regressor,1.2266,2.7247,1.6381,0.5831,0.5383,0.4039,0.565,"(10, 12, 13)"
Linear Regression,1.729,4.7047,2.158,0.2771,0.6651,0.6353,0.264,"(10, 12, 13)"
Ridge Regression,1.804,4.9917,2.2262,0.2301,0.681,0.6491,0.267,"(10, 12, 13)"
Bayesian Ridge,1.8183,5.0497,2.2391,0.2211,0.6828,0.6574,0.26,"(10, 12, 13)"
AdaBoost Regressor,1.8694,4.8824,2.2041,0.2422,0.7177,0.7227,0.308,"(10, 12, 13)"
Orthogonal Matching Pursuit,1.9632,5.782,2.3985,0.105,0.7181,0.7143,0.264,"(10, 12, 13)"
Elastic Net,1.9856,5.8108,2.4045,0.1007,0.7235,0.7189,0.265,"(10, 12, 13)"
Lasso Regression,2.0134,5.8817,2.4192,0.0897,0.7306,0.7305,0.264,"(10, 12, 13)"
Lasso Least Angle Regression,2.0134,5.8817,2.4192,0.0897,0.7306,0.7305,0.266,"(10, 12, 13)"
Huber Regressor,2.019,6.7591,2.5923,-0.0452,0.7219,0.5963,0.267,"(10, 12, 13)"
Dummy Regressor,2.1532,6.4981,2.5445,-0.0079,0.7653,0.8005,0.262,"(10, 12, 13)"
Passive Aggressive Regressor,3.1861,15.7715,3.8668,-1.5871,1.0195,1.41,0.266,"(10, 12, 13)"
Least Angle Regression,1920586.6281,74872949170522.64,2751668.3336,-9161596072790.762,6.4809,1118396.5594,0.264,"(10, 12, 13)"
K Neighbors Regressor,0.3042,0.3265,0.5644,0.9533,0.213,0.1103,0.246,"(10, 12, 15)"
Light Gradient Boosting Machine,1.0325,2.1353,1.4576,0.6947,0.4871,0.3428,0.336,"(10, 12, 15)"
Extra Trees Regressor,1.0516,2.1616,1.4687,0.691,0.4895,0.3073,0.38,"(10, 12, 15)"
Random Forest Regressor,1.0669,2.319,1.5194,0.6682,0.5005,0.3031,0.703,"(10, 12, 15)"
Gradient Boosting Regressor,1.2214,2.7498,1.6535,0.6065,0.5389,0.3733,0.536,"(10, 12, 15)"
Decision Tree Regressor,1.3131,4.9273,2.2078,0.2905,0.6727,0.4615,0.265,"(10, 12, 15)"
Linear Regression,1.733,4.9151,2.2132,0.299,0.6718,0.5994,0.261,"(10, 12, 15)"
Ridge Regression,1.8,5.2021,2.2768,0.2579,0.6831,0.6082,0.255,"(10, 12, 15)"
Bayesian Ridge,1.8122,5.2505,2.2873,0.2512,0.6858,0.615,0.25,"(10, 12, 15)"
AdaBoost Regressor,1.9116,5.1696,2.2726,0.2591,0.7391,0.7307,0.309,"(10, 12, 15)"
Orthogonal Matching Pursuit,2.0046,6.0957,2.4649,0.1315,0.7288,0.7167,0.262,"(10, 12, 15)"
Elastic Net,2.026,6.1223,2.4707,0.1275,0.7333,0.7226,0.264,"(10, 12, 15)"
Lasso Regression,2.0527,6.1885,2.4844,0.118,0.74,0.7349,0.271,"(10, 12, 15)"
Lasso Least Angle Regression,2.0527,6.1885,2.4844,0.118,0.74,0.7349,0.249,"(10, 12, 15)"
Huber Regressor,2.0897,7.2639,2.6927,-0.0362,0.737,0.608,0.265,"(10, 12, 15)"
Dummy Regressor,2.2367,7.0237,2.6479,-0.0019,0.7849,0.822,0.255,"(10, 12, 15)"
Passive Aggressive Regressor,3.0001,14.5248,3.7585,-1.0672,1.1214,1.2994,0.264,"(10, 12, 15)"
Least Angle Regression,277430.2885,1078847661021.0435,367653.0655,-161354852986.3372,5.7419,138749.0942,0.265,"(10, 12, 15)"
K Neighbors Regressor,0.2902,0.3115,0.5489,0.9521,0.2015,0.111,0.267,"(10, 12, 16)"
Light Gradient Boosting Machine,1.0339,2.1654,1.4688,0.6669,0.4846,0.3369,0.332,"(10, 12, 16)"
Extra Trees Regressor,1.0535,2.1218,1.454,0.6737,0.487,0.3226,0.392,"(10, 12, 16)"
Random Forest Regressor,1.0586,2.2529,1.499,0.6548,0.4937,0.3092,0.777,"(10, 12, 16)"
Decision Tree Regressor,1.122,4.1759,2.0299,0.3545,0.6221,0.3612,0.26,"(10, 12, 16)"
Gradient Boosting Regressor,1.2405,2.7778,1.6649,0.5736,0.5458,0.3878,0.571,"(10, 12, 16)"
Linear Regression,1.6814,4.5383,2.1286,0.3018,0.6599,0.5957,0.252,"(10, 12, 16)"
Bayesian Ridge,1.7355,4.7623,2.1802,0.268,0.6725,0.6014,0.263,"(10, 12, 16)"
Ridge Regression,1.743,4.783,2.1849,0.2647,0.6733,0.6048,0.265,"(10, 12, 16)"
Orthogonal Matching Pursuit,1.9372,5.6795,2.3811,0.1289,0.72,0.6794,0.263,"(10, 12, 16)"
AdaBoost Regressor,1.9512,5.2208,2.2821,0.2004,0.7579,0.7722,0.32,"(10, 12, 16)"
Elastic Net,1.9557,5.7097,2.3874,0.1247,0.7243,0.6804,0.27,"(10, 12, 16)"
Lasso Regression,1.982,5.7818,2.4024,0.114,0.731,0.6908,0.265,"(10, 12, 16)"
Lasso Least Angle Regression,1.982,5.7818,2.4024,0.114,0.731,0.6908,0.27,"(10, 12, 16)"
Huber Regressor,2.0393,6.784,2.601,-0.0366,0.7308,0.5976,0.265,"(10, 12, 16)"
Dummy Regressor,2.1643,6.5801,2.5622,-0.0058,0.7731,0.7833,0.264,"(10, 12, 16)"
Passive Aggressive Regressor,3.9128,22.8076,4.5375,-2.5853,1.1422,1.8823,0.26,"(10, 12, 16)"
Least Angle Regression,221506.1473,418248982393.5686,289018.7746,-59835225781.7327,4.309,122436.3646,0.266,"(10, 12, 16)"
K Neighbors Regressor,0.3022,0.3317,0.5715,0.9537,0.2028,0.1133,0.263,"(10, 12, 17)"
Extra Trees Regressor,1.092,2.3187,1.5167,0.6751,0.4884,0.3261,0.384,"(10, 12, 17)"
Random Forest Regressor,1.0977,2.358,1.5297,0.6703,0.5003,0.312,0.727,"(10, 12, 17)"
Light Gradient Boosting Machine,1.103,2.3247,1.519,0.6749,0.4934,0.3584,0.338,"(10, 12, 17)"
Decision Tree Regressor,1.2697,4.8166,2.1793,0.3152,0.6408,0.4453,0.271,"(10, 12, 17)"
Gradient Boosting Regressor,1.3312,3.1629,1.7751,0.5564,0.5602,0.4039,0.556,"(10, 12, 17)"
Linear Regression,1.815,5.1667,2.2685,0.2734,0.6803,0.6206,0.265,"(10, 12, 17)"
Ridge Regression,1.8914,5.4818,2.3377,0.2292,0.6988,0.634,0.261,"(10, 12, 17)"
Bayesian Ridge,1.9108,5.5625,2.3552,0.2173,0.704,0.6458,0.27,"(10, 12, 17)"
AdaBoost Regressor,2.022,5.6056,2.3616,0.2156,0.7585,0.7303,0.304,"(10, 12, 17)"
Orthogonal Matching Pursuit,2.1044,6.4174,2.5315,0.0952,0.7506,0.7269,0.263,"(10, 12, 17)"
Elastic Net,2.124,6.4463,2.5369,0.0921,0.7554,0.732,0.268,"(10, 12, 17)"
Lasso Regression,2.1491,6.5161,2.5504,0.0829,0.7617,0.7432,0.268,"(10, 12, 17)"
Lasso Least Angle Regression,2.1491,6.5161,2.5504,0.0829,0.7617,0.7432,0.263,"(10, 12, 17)"
Huber Regressor,2.2001,7.5382,2.7395,-0.0551,0.7583,0.6334,0.253,"(10, 12, 17)"
Dummy Regressor,2.2944,7.1915,2.6775,-0.0082,0.7985,0.8118,0.268,"(10, 12, 17)"
Passive Aggressive Regressor,2.695,12.817,3.5278,-0.7986,1.1201,0.909,0.265,"(10, 12, 17)"
Least Angle Regression,125048.7054,481369601851.8723,224727.0653,-88468820339.0156,3.9708,77008.3151,0.283,"(10, 12, 17)"
K Neighbors Regressor,0.2739,0.2752,0.5162,0.9563,0.1939,0.1045,0.265,"(10, 13, 15)"
Light Gradient Boosting Machine,0.9233,1.7654,1.3218,0.7218,0.4451,0.3045,0.328,"(10, 13, 15)"
Random Forest Regressor,0.9242,1.7865,1.3302,0.718,0.4554,0.2783,0.759,"(10, 13, 15)"
Extra Trees Regressor,0.9454,1.8295,1.3464,0.711,0.4492,0.2918,0.392,"(10, 13, 15)"
Decision Tree Regressor,1.0121,3.3858,1.8207,0.4621,0.5757,0.3822,0.269,"(10, 13, 15)"
Gradient Boosting Regressor,1.1361,2.3803,1.5395,0.6242,0.5094,0.3646,0.562,"(10, 13, 15)"
Linear Regression,1.5954,4.2566,2.0606,0.3244,0.6323,0.5713,0.264,"(10, 13, 15)"
Ridge Regression,1.6755,4.5844,2.138,0.2739,0.647,0.5927,0.263,"(10, 13, 15)"
Bayesian Ridge,1.6857,4.6231,2.1468,0.2683,0.649,0.5992,0.262,"(10, 13, 15)"
AdaBoost Regressor,1.7903,4.4658,2.1109,0.2919,0.7022,0.7073,0.321,"(10, 13, 15)"
Orthogonal Matching Pursuit,1.8967,5.4913,2.3393,0.1332,0.6986,0.6986,0.272,"(10, 13, 15)"
Elastic Net,1.9168,5.5218,2.3455,0.1291,0.7039,0.7032,0.261,"(10, 13, 15)"
Lasso Regression,1.9435,5.5955,2.3609,0.118,0.7112,0.7138,0.266,"(10, 13, 15)"
Lasso Least Angle Regression,1.9435,5.5955,2.3609,0.118,0.7112,0.7138,0.26,"(10, 13, 15)"
Huber Regressor,2.0039,6.4535,2.5317,-0.011,0.7118,0.6245,0.247,"(10, 13, 15)"
Dummy Regressor,2.1321,6.4045,2.5263,-0.009,0.7561,0.8052,0.264,"(10, 13, 15)"
Passive Aggressive Regressor,2.7718,13.102,3.4876,-1.0621,0.9156,1.0891,0.269,"(10, 13, 15)"
Least Angle Regression,1.5792720156463257e+180,inf,inf,-inf,48.4219,9.253334364166357e+179,0.266,"(10, 13, 15)"
K Neighbors Regressor,0.249,0.2375,0.479,0.9594,0.1826,0.0977,0.274,"(10, 13, 16)"
Light Gradient Boosting Machine,0.8673,1.4822,1.2162,0.7463,0.4281,0.3054,0.337,"(10, 13, 16)"
Random Forest Regressor,0.8858,1.5205,1.23,0.7396,0.4324,0.283,0.821,"(10, 13, 16)"
Extra Trees Regressor,0.9111,1.5566,1.2432,0.7337,0.4359,0.3008,0.393,"(10, 13, 16)"
Decision Tree Regressor,0.9783,3.0964,1.7424,0.4712,0.5751,0.4016,0.274,"(10, 13, 16)"
Gradient Boosting Regressor,1.1095,2.1647,1.468,0.6303,0.5026,0.3755,0.588,"(10, 13, 16)"
Linear Regression,1.5709,3.9731,1.9918,0.3202,0.625,0.5928,0.268,"(10, 13, 16)"
Bayesian Ridge,1.62,4.2027,2.0486,0.2819,0.6412,0.5933,0.27,"(10, 13, 16)"
Ridge Regression,1.6452,4.3011,2.0722,0.2654,0.6468,0.6034,0.265,"(10, 13, 16)"
AdaBoost Regressor,1.8029,4.3612,2.0866,0.2543,0.7081,0.7476,0.329,"(10, 13, 16)"
Orthogonal Matching Pursuit,1.8499,5.1465,2.2665,0.1222,0.6954,0.6849,0.264,"(10, 13, 16)"
Elastic Net,1.8728,5.1772,2.2733,0.1171,0.7007,0.6886,0.265,"(10, 13, 16)"
Lasso Regression,1.9021,5.2523,2.2897,0.1043,0.7082,0.7,0.268,"(10, 13, 16)"
Lasso Least Angle Regression,1.9021,5.2523,2.2897,0.1043,0.7082,0.7,0.263,"(10, 13, 16)"
Huber Regressor,1.9311,5.968,2.4411,-0.0184,0.7046,0.6015,0.275,"(10, 13, 16)"
Dummy Regressor,2.063,5.8812,2.4234,-0.0031,0.7445,0.7834,0.264,"(10, 13, 16)"
Passive Aggressive Regressor,2.191,7.8543,2.7834,-0.3354,0.8351,0.7796,0.277,"(10, 13, 16)"
Least Angle Regression,4.6216512331118145e+84,3.746806539776996e+170,6.121116352248988e+84,-6.202907147791346e+169,28.4333,2.2772580894563447e+84,0.266,"(10, 13, 16)"
K Neighbors Regressor,0.2732,0.2807,0.5198,0.9577,0.1941,0.1042,0.265,"(10, 13, 17)"
Random Forest Regressor,0.9614,1.8646,1.3617,0.7157,0.4631,0.2958,0.764,"(10, 13, 17)"
Light Gradient Boosting Machine,0.9747,1.9086,1.3785,0.7095,0.4632,0.3227,0.34,"(10, 13, 17)"
Extra Trees Regressor,1.003,1.9871,1.4063,0.6975,0.4645,0.3197,0.393,"(10, 13, 17)"
Decision Tree Regressor,1.0783,3.9609,1.9744,0.3996,0.6007,0.3783,0.267,"(10, 13, 17)"
Gradient Boosting Regressor,1.232,2.6992,1.64,0.5889,0.5373,0.3887,0.571,"(10, 13, 17)"
Linear Regression,1.6789,4.5592,2.134,0.3052,0.6553,0.5927,0.263,"(10, 13, 17)"
Ridge Regression,1.7722,4.9841,2.2307,0.2407,0.6801,0.6169,0.268,"(10, 13, 17)"
Bayesian Ridge,1.788,5.0503,2.2456,0.2306,0.6834,0.6261,0.267,"(10, 13, 17)"
AdaBoost Regressor,1.9618,5.1609,2.2709,0.2137,0.7488,0.7778,0.336,"(10, 13, 17)"
Orthogonal Matching Pursuit,2.0105,5.9591,2.4399,0.0927,0.7327,0.7231,0.265,"(10, 13, 17)"
Elastic Net,2.0314,5.9894,2.4462,0.0883,0.7376,0.7286,0.267,"(10, 13, 17)"
Lasso Regression,2.0585,6.0623,2.461,0.0773,0.7444,0.7409,0.26,"(10, 13, 17)"
Lasso Least Angle Regression,2.0585,6.0623,2.461,0.0773,0.7444,0.7409,0.268,"(10, 13, 17)"
Huber Regressor,2.0961,6.8515,2.6158,-0.0421,0.7365,0.6403,0.267,"(10, 13, 17)"
Dummy Regressor,2.1979,6.6048,2.5686,-0.0045,0.7756,0.8107,0.272,"(10, 13, 17)"
Passive Aggressive Regressor,3.4066,18.6392,4.1731,-1.8339,1.0927,1.4548,0.267,"(10, 13, 17)"
Least Angle Regression,1324.9432,10600759.2223,1743.4339,-1654924.5988,4.2255,641.2726,0.269,"(10, 13, 17)"
K Neighbors Regressor,0.2678,0.2576,0.5016,0.958,0.1914,0.098,0.27,"(10, 15, 16)"
Light Gradient Boosting Machine,0.95,1.7897,1.3304,0.7111,0.4479,0.3159,0.348,"(10, 15, 16)"
Extra Trees Regressor,0.9807,1.9021,1.3764,0.6914,0.4555,0.2995,0.387,"(10, 15, 16)"
Random Forest Regressor,0.9958,1.9897,1.4065,0.678,0.4704,0.2966,0.721,"(10, 15, 16)"
Decision Tree Regressor,1.0968,3.6274,1.8927,0.4081,0.5875,0.4198,0.273,"(10, 15, 16)"
Gradient Boosting Regressor,1.1164,2.3485,1.5281,0.6201,0.4998,0.3564,0.558,"(10, 15, 16)"
Linear Regression,1.5901,4.1279,2.0283,0.3301,0.6199,0.5767,0.265,"(10, 15, 16)"
Ridge Regression,1.6405,4.3671,2.0871,0.2907,0.6308,0.5808,0.267,"(10, 15, 16)"
Bayesian Ridge,1.6495,4.4114,2.0978,0.2835,0.633,0.5836,0.264,"(10, 15, 16)"
Orthogonal Matching Pursuit,1.8466,5.2312,2.2844,0.1508,0.681,0.6717,0.265,"(10, 15, 16)"
Elastic Net,1.8642,5.2586,2.29,0.1469,0.6866,0.6716,0.261,"(10, 15, 16)"
AdaBoost Regressor,1.8676,4.8684,2.205,0.2063,0.7226,0.7498,0.356,"(10, 15, 16)"
Lasso Regression,1.8901,5.3281,2.3048,0.136,0.6944,0.6802,0.272,"(10, 15, 16)"
Lasso Least Angle Regression,1.8901,5.3281,2.3048,0.136,0.6944,0.6802,0.268,"(10, 15, 16)"
Huber Regressor,2.0199,6.3705,2.5199,-0.0326,0.7111,0.6395,0.283,"(10, 15, 16)"
Dummy Regressor,2.0823,6.1893,2.485,-0.0048,0.7433,0.7663,0.263,"(10, 15, 16)"
Passive Aggressive Regressor,3.2842,16.5622,3.7998,-1.7284,1.022,1.539,0.273,"(10, 15, 16)"
Least Angle Regression,9465112.8304,998171512414937.8,12533777.9867,-174255201831035.3,6.2711,4969383.1712,0.266,"(10, 15, 16)"
K Neighbors Regressor,0.2984,0.3352,0.568,0.9506,0.2049,0.1032,0.271,"(10, 15, 17)"
Light Gradient Boosting Machine,1.0026,1.9805,1.4027,0.7081,0.4646,0.3198,0.335,"(10, 15, 17)"
Random Forest Regressor,1.0164,2.0316,1.4189,0.7013,0.4719,0.2877,0.703,"(10, 15, 17)"
Extra Trees Regressor,1.0552,2.1466,1.4592,0.685,0.4712,0.3124,0.382,"(10, 15, 17)"
Decision Tree Regressor,1.084,3.6911,1.8985,0.4607,0.5791,0.3537,0.277,"(10, 15, 17)"
Gradient Boosting Regressor,1.204,2.6391,1.6208,0.6108,0.5274,0.3662,0.547,"(10, 15, 17)"
Linear Regression,1.6722,4.6032,2.1417,0.3199,0.6476,0.5663,0.266,"(10, 15, 17)"
Ridge Regression,1.7297,4.8943,2.2067,0.2789,0.6566,0.571,0.268,"(10, 15, 17)"
Bayesian Ridge,1.7324,4.9083,2.2099,0.2769,0.6572,0.5725,0.275,"(10, 15, 17)"
AdaBoost Regressor,1.9571,5.2666,2.2917,0.2209,0.7345,0.7458,0.311,"(10, 15, 17)"
