Model,MAE,MSE,RMSE,R2,RMSLE,MAPE,TT (Sec),Training Subjects
AdaBoost Regressor,1.816,4.5626,2.132,0.1503,0.7179,0.707,0.313,"(6, 8, 13)"
Elastic Net,1.8316,4.9953,2.2307,0.0722,0.6982,0.6513,0.271,"(6, 8, 13)"
Lasso Regression,1.8555,5.0717,2.2476,0.0582,0.7054,0.6581,0.28,"(6, 8, 13)"
Lasso Least Angle Regression,1.8555,5.0717,2.2476,0.0582,0.7054,0.6581,0.292,"(6, 8, 13)"
K Neighbors Regressor,1.9263,5.8385,2.4145,-0.0907,0.7326,0.7024,0.274,"(6, 8, 13)"
Dummy Regressor,1.9517,5.4244,2.324,-0.006,0.7283,0.705,0.28,"(6, 8, 13)"
Passive Aggressive Regressor,2.4358,9.1166,2.9788,-0.6963,0.8676,1.0389,0.26,"(6, 8, 13)"
Least Angle Regression,27314.3582,9936758410.9875,43102.2394,-2052930101.924,4.859,12516.9185,0.262,"(6, 8, 13)"
Extra Trees Regressor,1.0833,2.163,1.4648,0.6286,0.4877,0.3481,0.387,"(6, 8, 15)"
Light Gradient Boosting Machine,1.1211,2.3207,1.5174,0.6016,0.4983,0.3824,0.34,"(6, 8, 15)"
Random Forest Regressor,1.1885,2.5316,1.5857,0.5657,0.5209,0.3777,0.673,"(6, 8, 15)"
Gradient Boosting Regressor,1.2662,2.7846,1.6628,0.5226,0.5444,0.4163,0.543,"(6, 8, 15)"
Decision Tree Regressor,1.5193,5.3093,2.3005,0.0784,0.7033,0.5488,0.247,"(6, 8, 15)"
Linear Regression,1.6403,4.3279,2.0781,0.2519,0.6439,0.5775,0.282,"(6, 8, 15)"
Ridge Regression,1.6992,4.5762,2.1355,0.2113,0.6546,0.5875,0.282,"(6, 8, 15)"
Bayesian Ridge,1.7114,4.6134,2.1437,0.2055,0.6578,0.5917,0.292,"(6, 8, 15)"
Huber Regressor,1.7594,5.0519,2.2431,0.1304,0.6638,0.5715,0.316,"(6, 8, 15)"
Orthogonal Matching Pursuit,1.8232,5.1017,2.2543,0.122,0.6897,0.6367,0.28,"(6, 8, 15)"
Elastic Net,1.8429,5.1384,2.263,0.1155,0.6936,0.6453,0.28,"(6, 8, 15)"
AdaBoost Regressor,1.8573,4.8294,2.1941,0.1678,0.7283,0.7374,0.317,"(6, 8, 15)"
Lasso Regression,1.8681,5.212,2.2795,0.1025,0.7002,0.6558,0.275,"(6, 8, 15)"
Lasso Least Angle Regression,1.8681,5.212,2.2795,0.1025,0.7002,0.6558,0.286,"(6, 8, 15)"
K Neighbors Regressor,1.9825,6.2134,2.4892,-0.0714,0.7441,0.7047,0.277,"(6, 8, 15)"
Dummy Regressor,2.0025,5.8223,2.4103,-0.0036,0.7362,0.7213,0.308,"(6, 8, 15)"
Passive Aggressive Regressor,2.4015,8.3972,2.8524,-0.4755,0.8553,1.0944,0.266,"(6, 8, 15)"
Least Angle Regression,8224.8484,922825757.0504,10326.6718,-151707324.3196,3.4844,3241.4382,0.278,"(6, 8, 15)"
Extra Trees Regressor,1.0974,2.1398,1.459,0.608,0.4953,0.3598,0.362,"(6, 8, 16)"
Light Gradient Boosting Machine,1.1329,2.3309,1.5229,0.5726,0.5054,0.3895,0.347,"(6, 8, 16)"
Random Forest Regressor,1.1893,2.4511,1.5617,0.551,0.5223,0.3856,0.74,"(6, 8, 16)"
Gradient Boosting Regressor,1.3199,2.8763,1.6927,0.4719,0.5571,0.4489,0.533,"(6, 8, 16)"
Decision Tree Regressor,1.4519,4.8479,2.1919,0.1131,0.6864,0.5439,0.292,"(6, 8, 16)"
Linear Regression,1.6319,4.1838,2.0423,0.2311,0.6402,0.6011,0.279,"(6, 8, 16)"
Ridge Regression,1.6874,4.3785,2.09,0.1948,0.6552,0.6035,0.252,"(6, 8, 16)"
Bayesian Ridge,1.6953,4.4214,2.1002,0.1873,0.6584,0.6041,0.287,"(6, 8, 16)"
Huber Regressor,1.7357,4.888,2.2084,0.1017,0.6612,0.5738,0.285,"(6, 8, 16)"
Orthogonal Matching Pursuit,1.7892,4.828,2.1957,0.1112,0.6867,0.6293,0.297,"(6, 8, 16)"
Elastic Net,1.8246,4.9408,2.2213,0.0904,0.6955,0.6388,0.281,"(6, 8, 16)"
Lasso Regression,1.8505,5.0167,2.2384,0.0765,0.703,0.6483,0.273,"(6, 8, 16)"
Lasso Least Angle Regression,1.8505,5.0167,2.2384,0.0765,0.703,0.6483,0.3,"(6, 8, 16)"
AdaBoost Regressor,1.8553,4.7049,2.1674,0.1342,0.7265,0.7288,0.356,"(6, 8, 16)"
K Neighbors Regressor,1.9048,5.6865,2.3817,-0.0454,0.7242,0.6933,0.283,"(6, 8, 16)"
Dummy Regressor,1.9672,5.4546,2.334,-0.0033,0.7298,0.71,0.265,"(6, 8, 16)"
Passive Aggressive Regressor,2.777,12.5365,3.3574,-1.2552,0.9078,1.1892,0.293,"(6, 8, 16)"
Least Angle Regression,456.5841,1051840.6652,616.0053,-184898.4829,3.1656,231.4652,0.286,"(6, 8, 16)"
Extra Trees Regressor,1.1476,2.3934,1.5429,0.5908,0.4963,0.3855,0.392,"(6, 8, 17)"
Light Gradient Boosting Machine,1.2114,2.6218,1.6149,0.5511,0.5148,0.4269,0.342,"(6, 8, 17)"
Random Forest Regressor,1.231,2.6716,1.6309,0.5432,0.5212,0.4088,0.7,"(6, 8, 17)"
Gradient Boosting Regressor,1.4084,3.3342,1.8233,0.4292,0.5715,0.479,0.529,"(6, 8, 17)"
Decision Tree Regressor,1.5092,5.2079,2.2769,0.1085,0.6852,0.5762,0.274,"(6, 8, 17)"
Linear Regression,1.7076,4.5936,2.1417,0.2132,0.6492,0.6123,0.276,"(6, 8, 17)"
Ridge Regression,1.7744,4.8369,2.1974,0.1725,0.6633,0.6234,0.283,"(6, 8, 17)"
Bayesian Ridge,1.7873,4.8844,2.2081,0.1646,0.6667,0.6278,0.282,"(6, 8, 17)"
Huber Regressor,1.8257,5.2892,2.2978,0.0957,0.6699,0.5985,0.262,"(6, 8, 17)"
Orthogonal Matching Pursuit,1.8954,5.3711,2.3165,0.0809,0.6973,0.6663,0.285,"(6, 8, 17)"
AdaBoost Regressor,1.9195,5.0438,2.2446,0.1362,0.7236,0.7575,0.289,"(6, 8, 17)"
Elastic Net,1.9231,5.4065,2.3242,0.0751,0.7046,0.6801,0.282,"(6, 8, 17)"
Lasso Regression,1.9442,5.4825,2.3403,0.0623,0.7113,0.6882,0.279,"(6, 8, 17)"
Lasso Least Angle Regression,1.9442,5.4825,2.3403,0.0623,0.7113,0.6882,0.264,"(6, 8, 17)"
K Neighbors Regressor,2.0284,6.3551,2.5189,-0.0882,0.7467,0.7408,0.314,"(6, 8, 17)"
Dummy Regressor,2.0323,5.8787,2.4235,-0.0051,0.7346,0.7368,0.284,"(6, 8, 17)"
Passive Aggressive Regressor,2.8133,13.0328,3.4338,-1.2162,0.9096,1.2056,0.261,"(6, 8, 17)"
Least Angle Regression,4.616150691541302e+22,3.9471063103083925e+46,6.282600027304294e+22,-7.28913690351881e+45,9.8073,2.1274354559222226e+22,0.28,"(6, 8, 17)"
Extra Trees Regressor,1.101,2.3088,1.5164,0.5965,0.4884,0.3568,0.371,"(6, 9, 10)"
Light Gradient Boosting Machine,1.1564,2.4806,1.5712,0.5643,0.5021,0.3984,0.353,"(6, 9, 10)"
Random Forest Regressor,1.1828,2.606,1.6102,0.5436,0.5173,0.3808,0.657,"(6, 9, 10)"
Gradient Boosting Regressor,1.3276,3.0683,1.7484,0.464,0.5602,0.4346,0.536,"(6, 9, 10)"
Decision Tree Regressor,1.5214,5.417,2.3109,0.0472,0.6943,0.5714,0.265,"(6, 9, 10)"
Linear Regression,1.5465,3.8025,1.9473,0.3343,0.615,0.5728,0.287,"(6, 9, 10)"
Bayesian Ridge,1.6557,4.2863,2.0666,0.2515,0.647,0.5889,0.283,"(6, 9, 10)"
Ridge Regression,1.6593,4.3021,2.0705,0.2487,0.6483,0.5906,0.289,"(6, 9, 10)"
Huber Regressor,1.7811,5.0971,2.2551,0.1122,0.6681,0.5958,0.277,"(6, 9, 10)"
Orthogonal Matching Pursuit,1.8327,5.0706,2.2499,0.1168,0.6917,0.6601,0.252,"(6, 9, 10)"
AdaBoost Regressor,1.8371,4.6422,2.1521,0.1927,0.7156,0.7051,0.326,"(6, 9, 10)"
Elastic Net,1.8633,5.1524,2.2679,0.1031,0.6987,0.6672,0.276,"(6, 9, 10)"
Lasso Regression,1.8888,5.2316,2.2854,0.0895,0.7064,0.6748,0.305,"(6, 9, 10)"
Lasso Least Angle Regression,1.8888,5.2316,2.2854,0.0895,0.7064,0.6748,0.276,"(6, 9, 10)"
K Neighbors Regressor,1.9493,5.9718,2.4427,-0.0441,0.7396,0.7152,0.281,"(6, 9, 10)"
Dummy Regressor,2.0356,5.7712,2.4002,-0.0032,0.7427,0.7488,0.268,"(6, 9, 10)"
Passive Aggressive Regressor,3.7525,22.8455,4.5664,-3.0952,1.0335,1.7698,0.276,"(6, 9, 10)"
Least Angle Regression,44354.9057,10476276607.1941,59923.795,-1796415639.7272,6.6623,24086.8028,0.289,"(6, 9, 10)"
Extra Trees Regressor,1.0776,2.2146,1.482,0.6011,0.4845,0.3768,0.36,"(6, 9, 12)"
Light Gradient Boosting Machine,1.135,2.4623,1.564,0.5532,0.5023,0.4118,0.33,"(6, 9, 12)"
Random Forest Regressor,1.1599,2.5806,1.6002,0.5333,0.5122,0.398,0.668,"(6, 9, 12)"
Gradient Boosting Regressor,1.3042,3.0749,1.7491,0.4455,0.5553,0.4546,0.533,"(6, 9, 12)"
Decision Tree Regressor,1.5221,5.3095,2.2951,0.0333,0.6997,0.5758,0.279,"(6, 9, 12)"
Linear Regression,1.5921,4.1085,2.024,0.2585,0.6315,0.6167,0.294,"(6, 9, 12)"
Ridge Regression,1.6763,4.4883,2.1161,0.1883,0.6551,0.6326,0.292,"(6, 9, 12)"
Bayesian Ridge,1.6802,4.5023,2.1196,0.1856,0.6562,0.6336,0.28,"(6, 9, 12)"
Huber Regressor,1.7303,5.1801,2.2716,0.0681,0.6579,0.5716,0.274,"(6, 9, 12)"
Orthogonal Matching Pursuit,1.7919,5.06,2.2464,0.0875,0.6857,0.6673,0.303,"(6, 9, 12)"
Elastic Net,1.8074,5.1065,2.2567,0.0794,0.6902,0.6643,0.308,"(6, 9, 12)"
Lasso Regression,1.8278,5.1765,2.272,0.0671,0.6969,0.6705,0.281,"(6, 9, 12)"
Lasso Least Angle Regression,1.8278,5.1765,2.272,0.0671,0.6969,0.6705,0.308,"(6, 9, 12)"
K Neighbors Regressor,1.9258,5.9712,2.4401,-0.079,0.7311,0.7177,0.261,"(6, 9, 12)"
AdaBoost Regressor,1.928,5.0409,2.2436,0.0852,0.7511,0.8491,0.35,"(6, 9, 12)"
Dummy Regressor,1.9509,5.6189,2.3662,-0.0103,0.7274,0.736,0.294,"(6, 9, 12)"
Passive Aggressive Regressor,3.3703,16.8061,4.0339,-2.0054,1.0472,1.8797,0.289,"(6, 9, 12)"
Least Angle Regression,1595698.1615,42388855357891.39,2059003.9312,-8649349931648.817,3.7774,1014369.1943,0.328,"(6, 9, 12)"
Extra Trees Regressor,1.0099,1.8918,1.3685,0.6313,0.4519,0.3704,0.382,"(6, 9, 13)"
Light Gradient Boosting Machine,1.0706,2.1306,1.4502,0.585,0.4703,0.4091,0.323,"(6, 9, 13)"
Random Forest Regressor,1.0854,2.2178,1.4809,0.5676,0.4782,0.3914,0.677,"(6, 9, 13)"
Gradient Boosting Regressor,1.2464,2.7351,1.6446,0.4669,0.5273,0.4571,0.537,"(6, 9, 13)"
Decision Tree Regressor,1.3367,4.2973,2.0667,0.153,0.6415,0.5563,0.287,"(6, 9, 13)"
Linear Regression,1.5318,3.8095,1.9464,0.2551,0.6101,0.6009,0.243,"(6, 9, 13)"
Ridge Regression,1.6331,4.1604,2.0352,0.1853,0.6381,0.6182,0.281,"(6, 9, 13)"
Bayesian Ridge,1.6412,4.1994,2.0449,0.1775,0.6404,0.6217,0.267,"(6, 9, 13)"
Huber Regressor,1.6772,4.7517,2.1765,0.0683,0.6393,0.5834,0.3,"(6, 9, 13)"
Orthogonal Matching Pursuit,1.7248,4.6029,2.1427,0.0971,0.6621,0.6598,0.283,"(6, 9, 13)"
Elastic Net,1.746,4.655,2.1555,0.0864,0.6703,0.6628,0.264,"(6, 9, 13)"
AdaBoost Regressor,1.7515,4.2441,2.0582,0.1666,0.695,0.7441,0.301,"(6, 9, 13)"
Lasso Regression,1.7635,4.7274,2.1722,0.0723,0.6771,0.6671,0.279,"(6, 9, 13)"
Lasso Least Angle Regression,1.7635,4.7274,2.1722,0.0723,0.6771,0.6671,0.268,"(6, 9, 13)"
K Neighbors Regressor,1.8279,5.3195,2.3038,-0.0447,0.7023,0.7167,0.286,"(6, 9, 13)"
Dummy Regressor,1.8835,5.1062,2.258,-0.0025,0.7055,0.732,0.29,"(6, 9, 13)"
Passive Aggressive Regressor,3.636,22.2024,4.3859,-3.3939,1.0661,1.8789,0.306,"(6, 9, 13)"
Least Angle Regression,192730.7168,580008598690.5822,299063.0318,-125438637238.6118,3.8491,100721.8882,0.282,"(6, 9, 13)"
Extra Trees Regressor,1.0273,1.9966,1.4059,0.6285,0.4674,0.3494,0.408,"(6, 9, 15)"
Light Gradient Boosting Machine,1.0833,2.2438,1.4908,0.5828,0.484,0.3845,0.352,"(6, 9, 15)"
Random Forest Regressor,1.0919,2.2877,1.5058,0.5746,0.4919,0.3714,0.654,"(6, 9, 15)"
Gradient Boosting Regressor,1.2181,2.6319,1.6175,0.5115,0.5314,0.4196,0.505,"(6, 9, 15)"
Decision Tree Regressor,1.3829,4.6945,2.1593,0.129,0.6763,0.5324,0.29,"(6, 9, 15)"
Linear Regression,1.5631,4.0427,2.0092,0.2528,0.6277,0.5792,0.288,"(6, 9, 15)"
Ridge Regression,1.6347,4.287,2.068,0.208,0.6455,0.6009,0.305,"(6, 9, 15)"
Bayesian Ridge,1.6439,4.3099,2.0736,0.2037,0.647,0.6053,0.293,"(6, 9, 15)"
Huber Regressor,1.7289,4.8985,2.2122,0.0969,0.654,0.6076,0.284,"(6, 9, 15)"
Orthogonal Matching Pursuit,1.7597,4.8204,2.1946,0.1108,0.6745,0.6615,0.293,"(6, 9, 15)"
Elastic Net,1.7796,4.8347,2.1979,0.1089,0.6794,0.6668,0.279,"(6, 9, 15)"
AdaBoost Regressor,1.787,4.4647,2.1121,0.1749,0.718,0.7493,0.354,"(6, 9, 15)"
Lasso Regression,1.8022,4.9013,2.213,0.0971,0.6867,0.6722,0.275,"(6, 9, 15)"
Lasso Least Angle Regression,1.8022,4.9013,2.213,0.0971,0.6867,0.6722,0.298,"(6, 9, 15)"
K Neighbors Regressor,1.8889,5.7493,2.3969,-0.0607,0.7241,0.7365,0.303,"(6, 9, 15)"
Dummy Regressor,1.9457,5.4755,2.3385,-0.006,0.726,0.7314,0.27,"(6, 9, 15)"
Passive Aggressive Regressor,2.1529,8.0638,2.8127,-0.4745,0.7929,0.746,0.251,"(6, 9, 15)"
Least Angle Regression,50538.101,45393423441.39,79531.8459,-8738540488.5017,4.7043,27102.1292,0.3,"(6, 9, 15)"
Extra Trees Regressor,1.0191,1.8933,1.3731,0.6149,0.4637,0.3527,0.359,"(6, 9, 16)"
Light Gradient Boosting Machine,1.0875,2.1305,1.4572,0.5651,0.4831,0.4006,0.349,"(6, 9, 16)"
Random Forest Regressor,1.0881,2.1325,1.4582,0.5655,0.4878,0.3755,0.703,"(6, 9, 16)"
Gradient Boosting Regressor,1.2212,2.5955,1.6079,0.4724,0.5293,0.4301,0.536,"(6, 9, 16)"
Decision Tree Regressor,1.3691,4.4739,2.1073,0.0946,0.6675,0.5428,0.267,"(6, 9, 16)"
Linear Regression,1.4943,3.6011,1.8939,0.2675,0.6059,0.5796,0.287,"(6, 9, 16)"
Ridge Regression,1.599,3.9828,1.992,0.1911,0.6351,0.5961,0.286,"(6, 9, 16)"
Bayesian Ridge,1.6162,4.0521,2.0091,0.1772,0.6398,0.6042,0.306,"(6, 9, 16)"
AdaBoost Regressor,1.6293,3.7444,1.9335,0.2359,0.6648,0.6425,0.305,"(6, 9, 16)"
Huber Regressor,1.6457,4.4345,2.1019,0.101,0.6395,0.5663,0.309,"(6, 9, 16)"
Orthogonal Matching Pursuit,1.6877,4.3705,2.0874,0.1121,0.6607,0.6255,0.271,"(6, 9, 16)"
Elastic Net,1.699,4.3929,2.0929,0.1074,0.665,0.6251,0.274,"(6, 9, 16)"
Lasso Regression,1.7169,4.4638,2.1098,0.093,0.6714,0.63,0.342,"(6, 9, 16)"
Lasso Least Angle Regression,1.7169,4.4638,2.1098,0.093,0.6714,0.63,0.291,"(6, 9, 16)"
K Neighbors Regressor,1.7297,4.8738,2.2042,0.0085,0.6862,0.6451,0.274,"(6, 9, 16)"
Dummy Regressor,1.8638,4.9586,2.2242,-0.0074,0.7062,0.7083,0.296,"(6, 9, 16)"
Passive Aggressive Regressor,2.261,8.3908,2.8646,-0.6996,0.8467,0.9516,0.264,"(6, 9, 16)"
Least Angle Regression,402637.6497,2658905057098.2153,554120.8348,-473952187835.4199,5.3175,194171.465,0.307,"(6, 9, 16)"
Extra Trees Regressor,1.0947,2.1803,1.4739,0.6111,0.4883,0.3584,0.359,"(6, 9, 17)"
Light Gradient Boosting Machine,1.1073,2.2476,1.4948,0.5986,0.4887,0.3824,0.342,"(6, 9, 17)"
Random Forest Regressor,1.1314,2.3335,1.5237,0.5838,0.4994,0.3707,0.645,"(6, 9, 17)"
Gradient Boosting Regressor,1.268,2.7698,1.659,0.506,0.5395,0.4237,0.515,"(6, 9, 17)"
Decision Tree Regressor,1.4006,4.6876,2.1548,0.1624,0.6627,0.5281,0.27,"(6, 9, 17)"
Linear Regression,1.6051,4.124,2.0278,0.2638,0.6292,0.5949,0.286,"(6, 9, 17)"
Ridge Regression,1.71,4.5214,2.125,0.1932,0.6575,0.6256,0.3,"(6, 9, 17)"
Bayesian Ridge,1.7201,4.5683,2.1361,0.185,0.6603,0.6304,0.271,"(6, 9, 17)"
Huber Regressor,1.786,5.1635,2.2703,0.0804,0.6637,0.6068,0.268,"(6, 9, 17)"
AdaBoost Regressor,1.7987,4.4514,2.1082,0.2059,0.7043,0.7193,0.316,"(6, 9, 17)"
Orthogonal Matching Pursuit,1.8189,5.0222,2.24,0.104,0.6826,0.6732,0.285,"(6, 9, 17)"
Elastic Net,1.8474,5.0859,2.2545,0.0926,0.6911,0.6762,0.25,"(6, 9, 17)"
Lasso Regression,1.8673,5.1562,2.27,0.0802,0.6977,0.6809,0.281,"(6, 9, 17)"
Lasso Least Angle Regression,1.8673,5.1562,2.27,0.0802,0.6977,0.6809,0.309,"(6, 9, 17)"
K Neighbors Regressor,1.9528,5.9418,2.4373,-0.063,0.7311,0.7282,0.307,"(6, 9, 17)"
Dummy Regressor,1.9967,5.6616,2.3786,-0.0098,0.7311,0.7416,0.28,"(6, 9, 17)"
Passive Aggressive Regressor,4.0441,27.5506,4.8908,-3.8347,1.1075,2.0645,0.286,"(6, 9, 17)"
Least Angle Regression,578.6523,1716215.1443,881.575,-306072.1021,3.6167,273.0965,0.281,"(6, 9, 17)"
Extra Trees Regressor,1.1134,2.2622,1.501,0.6277,0.4968,0.3606,0.342,"(6, 10, 12)"
Light Gradient Boosting Machine,1.1886,2.5531,1.595,0.5787,0.5192,0.4067,0.337,"(6, 10, 12)"
Random Forest Regressor,1.2002,2.6229,1.6167,0.5675,0.5274,0.3851,0.657,"(6, 10, 12)"
Gradient Boosting Regressor,1.384,3.3089,1.8147,0.4562,0.5768,0.4557,0.505,"(6, 10, 12)"
Decision Tree Regressor,1.5123,5.2899,2.2969,0.1173,0.7003,0.5688,0.289,"(6, 10, 12)"
Linear Regression,1.6882,4.5212,2.122,0.2588,0.6647,0.6064,0.253,"(6, 10, 12)"
Ridge Regression,1.7507,4.7773,2.1802,0.2181,0.6753,0.6207,0.277,"(6, 10, 12)"
Bayesian Ridge,1.7578,4.8029,2.1861,0.2139,0.6768,0.6252,0.269,"(6, 10, 12)"
Huber Regressor,1.8605,5.6788,2.3741,0.0738,0.6897,0.6088,0.296,"(6, 10, 12)"
AdaBoost Regressor,1.9102,5.0567,2.2433,0.1717,0.7387,0.7448,0.316,"(6, 10, 12)"
Orthogonal Matching Pursuit,1.9366,5.5825,2.3565,0.0873,0.7213,0.6985,0.284,"(6, 10, 12)"
Elastic Net,1.9624,5.6364,2.3681,0.0786,0.7262,0.705,0.289,"(6, 10, 12)"
Lasso Regression,1.9865,5.7117,2.3842,0.066,0.7333,0.7148,0.304,"(6, 10, 12)"
Lasso Least Angle Regression,1.9865,5.7117,2.3842,0.066,0.7333,0.7148,0.26,"(6, 10, 12)"
K Neighbors Regressor,2.0312,6.4552,2.535,-0.0571,0.7659,0.7437,0.281,"(6, 10, 12)"
Dummy Regressor,2.1041,6.1562,2.4761,-0.0074,0.761,0.7746,0.273,"(6, 10, 12)"
Passive Aggressive Regressor,3.0112,17.5955,3.6638,-1.6198,0.9091,1.3789,0.261,"(6, 10, 12)"
Least Angle Regression,1.4448238919342608e+274,inf,inf,-inf,91.9988,7.361832764132616e+273,0.277,"(6, 10, 12)"
Extra Trees Regressor,1.0534,2.027,1.4198,0.6427,0.475,0.3532,0.403,"(6, 10, 13)"
Light Gradient Boosting Machine,1.1114,2.2819,1.5073,0.5963,0.4912,0.4003,0.371,"(6, 10, 13)"
Random Forest Regressor,1.136,2.3349,1.5241,0.588,0.5037,0.3771,0.714,"(6, 10, 13)"
Gradient Boosting Regressor,1.2719,2.7586,1.6575,0.5134,0.545,0.4309,0.541,"(6, 10, 13)"
Decision Tree Regressor,1.4334,4.7571,2.1739,0.157,0.6848,0.5558,0.276,"(6, 10, 13)"
Linear Regression,1.5988,4.0338,2.0068,0.2879,0.6387,0.583,0.283,"(6, 10, 13)"
Bayesian Ridge,1.6745,4.3341,2.0802,0.2345,0.6562,0.5985,0.268,"(6, 10, 13)"
Ridge Regression,1.6771,4.3459,2.083,0.2324,0.6563,0.6008,0.297,"(6, 10, 13)"
Huber Regressor,1.7867,4.9558,2.2239,0.1257,0.6711,0.6137,0.269,"(6, 10, 13)"
AdaBoost Regressor,1.8242,4.4603,2.1111,0.2113,0.7124,0.7282,0.312,"(6, 10, 13)"
Orthogonal Matching Pursuit,1.8833,5.2003,2.2788,0.0823,0.7063,0.6935,0.306,"(6, 10, 13)"
Elastic Net,1.9125,5.2638,2.2927,0.0713,0.7128,0.7021,0.265,"(6, 10, 13)"
K Neighbors Regressor,1.9196,5.8116,2.4089,-0.0268,0.7349,0.7042,0.274,"(6, 10, 13)"
Lasso Regression,1.9359,5.3455,2.3104,0.057,0.7207,0.7105,0.308,"(6, 10, 13)"
Lasso Least Angle Regression,1.9359,5.3455,2.3104,0.057,0.7207,0.7105,0.288,"(6, 10, 13)"
Dummy Regressor,2.0418,5.716,2.3897,-0.0092,0.7445,0.7694,0.288,"(6, 10, 13)"
Passive Aggressive Regressor,2.9528,15.0673,3.6511,-1.6393,0.9511,1.4276,0.271,"(6, 10, 13)"
Least Angle Regression,286788.8623,1116474628294.3508,373490.5788,-184352391322.7841,5.9864,141993.7646,0.28,"(6, 10, 13)"
Extra Trees Regressor,1.0699,2.1397,1.4586,0.6421,0.4854,0.3333,0.372,"(6, 10, 15)"
Light Gradient Boosting Machine,1.1593,2.4834,1.5699,0.5816,0.5109,0.3908,0.327,"(6, 10, 15)"
Random Forest Regressor,1.1639,2.4937,1.5744,0.583,0.5169,0.3612,0.676,"(6, 10, 15)"
Gradient Boosting Regressor,1.2715,2.8402,1.6812,0.5222,0.5469,0.4041,0.515,"(6, 10, 15)"
Decision Tree Regressor,1.4289,4.8792,2.2008,0.1873,0.6822,0.516,0.281,"(6, 10, 15)"
Linear Regression,1.6042,4.2564,2.061,0.2844,0.6415,0.562,0.296,"(6, 10, 15)"
Bayesian Ridge,1.6441,4.3665,2.0877,0.2671,0.6463,0.5685,0.283,"(6, 10, 15)"
Ridge Regression,1.6478,4.3777,2.0903,0.2652,0.6471,0.5707,0.283,"(6, 10, 15)"
AdaBoost Regressor,1.7966,4.5658,2.1361,0.2287,0.71,0.6984,0.294,"(6, 10, 15)"
Huber Regressor,1.8011,5.2582,2.2903,0.1181,0.6757,0.5968,0.283,"(6, 10, 15)"
Orthogonal Matching Pursuit,1.8801,5.3509,2.311,0.1031,0.7052,0.6738,0.296,"(6, 10, 15)"
Elastic Net,1.9095,5.4149,2.3244,0.0937,0.711,0.684,0.281,"(6, 10, 15)"
Lasso Regression,1.9364,5.4907,2.3405,0.0814,0.7184,0.6966,0.294,"(6, 10, 15)"
Lasso Least Angle Regression,1.9364,5.4907,2.3405,0.0814,0.7184,0.6966,0.287,"(6, 10, 15)"
K Neighbors Regressor,1.9668,6.1484,2.4758,-0.0278,0.7433,0.7273,0.266,"(6, 10, 15)"
Dummy Regressor,2.0716,6.0312,2.4527,-0.008,0.7521,0.7613,0.306,"(6, 10, 15)"
Passive Aggressive Regressor,3.5254,22.0533,4.3052,-2.7542,1.0087,1.5705,0.27,"(6, 10, 15)"
Least Angle Regression,225.8582,408231.4965,316.5882,-79551.7227,3.0512,118.2475,0.306,"(6, 10, 15)"
Extra Trees Regressor,1.0982,2.1438,1.46,0.6275,0.4879,0.356,0.378,"(6, 10, 16)"
Light Gradient Boosting Machine,1.1563,2.3685,1.5348,0.5882,0.5029,0.3941,0.327,"(6, 10, 16)"
Random Forest Regressor,1.2123,2.6043,1.6101,0.5475,0.5231,0.3826,0.678,"(6, 10, 16)"
Gradient Boosting Regressor,1.3126,2.9275,1.7084,0.4909,0.5551,0.4294,0.517,"(6, 10, 16)"
Decision Tree Regressor,1.5848,5.6438,2.3717,0.0156,0.7168,0.5945,0.294,"(6, 10, 16)"
Linear Regression,1.5897,4.0585,2.011,0.2939,0.634,0.5657,0.286,"(6, 10, 16)"
Bayesian Ridge,1.6522,4.2559,2.0594,0.2595,0.6471,0.5767,0.291,"(6, 10, 16)"
Ridge Regression,1.6702,4.3257,2.0762,0.2473,0.6504,0.5864,0.278,"(6, 10, 16)"
Huber Regressor,1.7858,5.031,2.2391,0.1244,0.6669,0.5969,0.306,"(6, 10, 16)"
Orthogonal Matching Pursuit,1.8577,5.1592,2.268,0.103,0.6965,0.6629,0.288,"(6, 10, 16)"
AdaBoost Regressor,1.89,4.8065,2.1911,0.1617,0.7323,0.7615,0.343,"(6, 10, 16)"
Elastic Net,1.894,5.2396,2.2865,0.0884,0.7043,0.6736,0.274,"(6, 10, 16)"
Lasso Regression,1.919,5.318,2.3038,0.0748,0.712,0.6838,0.277,"(6, 10, 16)"
Lasso Least Angle Regression,1.919,5.318,2.3038,0.0748,0.712,0.6838,0.264,"(6, 10, 16)"
K Neighbors Regressor,1.9819,6.1907,2.486,-0.0777,0.7463,0.7112,0.308,"(6, 10, 16)"
Dummy Regressor,2.0421,5.7734,2.4013,-0.0048,0.7402,0.7489,0.3,"(6, 10, 16)"
Passive Aggressive Regressor,2.9395,13.333,3.5506,-1.3069,0.9596,1.3468,0.282,"(6, 10, 16)"
Least Angle Regression,1805878.9449,86522254597430.47,2949790.3637,-14971132929217.719,4.9823,1123323.069,0.272,"(6, 10, 16)"
Extra Trees Regressor,1.1305,2.3225,1.5206,0.6287,0.4936,0.3712,0.378,"(6, 10, 17)"
Light Gradient Boosting Machine,1.1697,2.4752,1.5691,0.6048,0.5089,0.4088,0.326,"(6, 10, 17)"
Random Forest Regressor,1.2392,2.7003,1.6398,0.5696,0.5263,0.4004,0.667,"(6, 10, 17)"
Gradient Boosting Regressor,1.3584,3.1121,1.7607,0.5031,0.5636,0.4471,0.511,"(6, 10, 17)"
